Datetime,close,volume
2025-05-04 16:00:00,98.72,50000
2025-05-04 17:00:00,98.76,50000
2025-05-04 18:00:00,98.34,50000
2025-05-04 19:00:00,98.48,50000
2025-05-04 20:00:00,98.21,50000
2025-05-04 21:00:00,97.57,50000
2025-05-04 22:00:00,98.01,50000
2025-05-04 23:00:00,98.14,50000
2025-05-05 00:00:00,98.12,50000
2025-05-05 01:00:00,98.02,50000
2025-05-05 02:00:00,98.43,50000
2025-05-05 03:00:00,99.34,50000
2025-05-05 04:00:00,99.47,50000
2025-05-05 05:00:00,99.17,50000
2025-05-05 06:00:00,99.12,50000
2025-05-05 07:00:00,99.25,50000
2025-05-05 08:00:00,98.55,50000
2025-05-05 09:00:00,98.65,50000
2025-05-05 10:00:00,98.78,50000
2025-05-05 11:00:00,99.17,50000
2025-05-05 12:00:00,99.53,50000
2025-05-05 13:00:00,99.57,50000
2025-05-05 14:00:00,100.02,50000
2025-05-05 15:00:00,100.63,50000
2025-05-05 16:00:00,100.64,50000
2025-05-05 17:00:00,100.76,50000
2025-05-05 18:00:00,100.23,50000
2025-05-05 19:00:00,99.79,50000
2025-05-05 20:00:00,99.54,50000
2025-05-05 21:00:00,99.41,50000
2025-05-05 22:00:00,99.08,50000
2025-05-05 23:00:00,99.07,50000
2025-05-06 00:00:00,98.95,50000
2025-05-06 01:00:00,99.27,50000
2025-05-06 02:00:00,99.13,50000
2025-05-06 03:00:00,98.45,50000
2025-05-06 04:00:00,98.48,50000
2025-05-06 05:00:00,98.48,50000
2025-05-06 06:00:00,98.22,50000
2025-05-06 07:00:00,98.25,50000
2025-05-06 08:00:00,97.94,50000
2025-05-06 09:00:00,98.03,50000
2025-05-06 10:00:00,98.81,50000
2025-05-06 11:00:00,98.27,50000
2025-05-06 12:00:00,98.12,50000
2025-05-06 13:00:00,97.92,50000
2025-05-06 14:00:00,97.79,50000
2025-05-06 15:00:00,98.09,50000
2025-05-06 16:00:00,98.25,50000
2025-05-06 17:00:00,98.5,50000
2025-05-06 18:00:00,98.51,50000
2025-05-06 19:00:00,98.12,50000
2025-05-06 20:00:00,97.79,50000
2025-05-06 21:00:00,98.01,50000
2025-05-06 22:00:00,98.06,50000
2025-05-06 23:00:00,98.43,50000
2025-05-07 00:00:00,98.52,50000
2025-05-07 01:00:00,98.17,50000
2025-05-07 02:00:00,98.02,50000
2025-05-07 03:00:00,98.18,50000
2025-05-07 04:00:00,98.39,50000
2025-05-07 05:00:00,98.64,50000
2025-05-07 06:00:00,98.33,50000
2025-05-07 07:00:00,97.98,50000
2025-05-07 08:00:00,97.92,50000
2025-05-07 09:00:00,98.35,50000
2025-05-07 10:00:00,98.14,50000
2025-05-07 11:00:00,98.28,50000
2025-05-07 12:00:00,98.41,50000
2025-05-07 13:00:00,98.63,50000
2025-05-07 14:00:00,99.13,50000
2025-05-07 15:00:00,99.59,50000
2025-05-07 16:00:00,99.41,50000
2025-05-07 17:00:00,98.79,50000
2025-05-07 18:00:00,98.59,50000
2025-05-07 19:00:00,98.61,50000
2025-05-07 20:00:00,98.5,50000
2025-05-07 21:00:00,99.08,50000
2025-05-07 22:00:00,99.09,50000
2025-05-07 23:00:00,99.28,50000
2025-05-08 00:00:00,99.35,50000
2025-05-08 01:00:00,99.24,50000
2025-05-08 02:00:00,98.67,50000
2025-05-08 03:00:00,98.65,50000
2025-05-08 04:00:00,99.61,50000
2025-05-08 05:00:00,99.24,50000
2025-05-08 06:00:00,98.7,50000
2025-05-08 07:00:00,99.27,50000
2025-05-08 08:00:00,99.49,50000
2025-05-08 09:00:00,99.55,50000
2025-05-08 10:00:00,99.96,50000
2025-05-08 11:00:00,99.71,50000
2025-05-08 12:00:00,99.68,50000
2025-05-08 13:00:00,99.96,50000
2025-05-08 14:00:00,100.59,50000
2025-05-08 15:00:00,100.24,50000
2025-05-08 16:00:00,100.63,50000
2025-05-08 17:00:00,100.74,50000
2025-05-08 18:00:00,100.79,50000
2025-05-08 19:00:00,100.79,50000
2025-05-08 20:00:00,100.37,50000
2025-05-08 21:00:00,100.66,50000
2025-05-08 22:00:00,100.42,50000
2025-05-08 23:00:00,100.1,50000
2025-05-09 00:00:00,100.36,50000
2025-05-09 01:00:00,100.6,50000
2025-05-09 02:00:00,100.63,50000
2025-05-09 03:00:00,100.95,50000
2025-05-09 04:00:00,101.38,50000
2025-05-09 05:00:00,101.78,50000
2025-05-09 06:00:00,101.62,50000
2025-05-09 07:00:00,101.93,50000
2025-05-09 08:00:00,101.99,50000
2025-05-09 09:00:00,102.52,50000
2025-05-09 10:00:00,102.48,50000
2025-05-09 11:00:00,102.37,50000
2025-05-09 12:00:00,102.19,50000
2025-05-09 13:00:00,102.24,50000
2025-05-09 14:00:00,102.39,50000
2025-05-09 15:00:00,102.54,50000
2025-05-09 16:00:00,102.64,50000
2025-05-09 17:00:00,102.85,50000
2025-05-09 18:00:00,102.78,50000
2025-05-09 19:00:00,102.51,50000
2025-05-09 20:00:00,102.22,50000
2025-05-09 21:00:00,102.52,50000
2025-05-09 22:00:00,102.66,50000
2025-05-09 23:00:00,102.09,50000
2025-05-10 00:00:00,102.43,50000
2025-05-10 01:00:00,103.0,50000
2025-05-10 02:00:00,102.78,50000
2025-05-10 03:00:00,102.89,50000
2025-05-10 04:00:00,102.74,50000
2025-05-10 05:00:00,102.93,50000
2025-05-10 06:00:00,102.57,50000
2025-05-10 07:00:00,102.55,50000
2025-05-10 08:00:00,102.85,50000
2025-05-10 09:00:00,103.23,50000
2025-05-10 10:00:00,103.37,50000
2025-05-10 11:00:00,103.26,50000
2025-05-10 12:00:00,102.77,50000
2025-05-10 13:00:00,102.53,50000
2025-05-10 14:00:00,102.39,50000
2025-05-10 15:00:00,102.18,50000
2025-05-10 16:00:00,102.19,50000
2025-05-10 17:00:00,102.09,50000
2025-05-10 18:00:00,102.14,50000
2025-05-10 19:00:00,102.51,50000
2025-05-10 20:00:00,102.39,50000
2025-05-10 21:00:00,101.96,50000
2025-05-10 22:00:00,101.75,50000
2025-05-10 23:00:00,101.92,50000
2025-05-11 00:00:00,102.13,50000
2025-05-11 01:00:00,102.26,50000
2025-05-11 02:00:00,102.66,50000
2025-05-11 03:00:00,102.6,50000
2025-05-11 04:00:00,103.23,50000
2025-05-11 05:00:00,103.48,50000
2025-05-11 06:00:00,102.7,50000
2025-05-11 07:00:00,103.25,50000
2025-05-11 08:00:00,103.02,50000
2025-05-11 09:00:00,102.7,50000
2025-05-11 10:00:00,102.86,50000
2025-05-11 11:00:00,102.32,50000
2025-05-11 12:00:00,102.11,50000
2025-05-11 13:00:00,102.59,50000
2025-05-11 14:00:00,102.76,50000
2025-05-11 15:00:00,103.01,50000
2025-05-11 16:00:00,102.8,50000
2025-05-11 17:00:00,102.33,50000
2025-05-11 18:00:00,102.55,50000
2025-05-11 19:00:00,102.83,50000
2025-05-11 20:00:00,103.11,50000
2025-05-11 21:00:00,103.17,50000
2025-05-11 22:00:00,102.87,50000
2025-05-11 23:00:00,103.62,50000
2025-05-12 00:00:00,103.77,50000
2025-05-12 01:00:00,103.72,50000
2025-05-12 02:00:00,103.67,50000
2025-05-12 03:00:00,103.71,50000
2025-05-12 04:00:00,104.05,50000
2025-05-12 05:00:00,104.1,50000
2025-05-12 06:00:00,104.37,50000
2025-05-12 07:00:00,104.42,50000
2025-05-12 08:00:00,104.38,50000
2025-05-12 09:00:00,104.59,50000
2025-05-12 10:00:00,104.77,50000
2025-05-12 11:00:00,104.72,50000
2025-05-12 12:00:00,104.49,50000
2025-05-12 13:00:00,104.59,50000
2025-05-12 14:00:00,104.62,50000
2025-05-12 15:00:00,104.44,50000
2025-05-12 16:00:00,104.18,50000
2025-05-12 17:00:00,104.31,50000
2025-05-12 18:00:00,104.48,50000
2025-05-12 19:00:00,104.37,50000
2025-05-12 20:00:00,104.19,50000
2025-05-12 21:00:00,103.93,50000
2025-05-12 22:00:00,104.05,50000
2025-05-12 23:00:00,103.79,50000
2025-05-13 00:00:00,104.49,50000
2025-05-13 01:00:00,104.36,50000
2025-05-13 02:00:00,103.6,50000
2025-05-13 03:00:00,103.59,50000
2025-05-13 04:00:00,103.57,50000
2025-05-13 05:00:00,103.92,50000
2025-05-13 06:00:00,104.01,50000
2025-05-13 07:00:00,103.75,50000
2025-05-13 08:00:00,103.66,50000
2025-05-13 09:00:00,103.76,50000
2025-05-13 10:00:00,103.09,50000
2025-05-13 11:00:00,103.5,50000
2025-05-13 12:00:00,103.24,50000
2025-05-13 13:00:00,103.68,50000
2025-05-13 14:00:00,103.8,50000
2025-05-13 15:00:00,104.0,50000
2025-05-13 16:00:00,104.36,50000
2025-05-13 17:00:00,104.54,50000
2025-05-13 18:00:00,104.75,50000
2025-05-13 19:00:00,104.7,50000
2025-05-13 20:00:00,104.81,50000
2025-05-13 21:00:00,104.63,50000
2025-05-13 22:00:00,104.52,50000
2025-05-13 23:00:00,105.14,50000
2025-05-14 00:00:00,104.88,50000
2025-05-14 01:00:00,104.93,50000
2025-05-14 02:00:00,104.97,50000
2025-05-14 03:00:00,104.87,50000
2025-05-14 04:00:00,105.03,50000
2025-05-14 05:00:00,105.22,50000
2025-05-14 06:00:00,104.92,50000
2025-05-14 07:00:00,104.96,50000
2025-05-14 08:00:00,104.61,50000
2025-05-14 09:00:00,104.86,50000
2025-05-14 10:00:00,104.92,50000
2025-05-14 11:00:00,104.94,50000
2025-05-14 12:00:00,105.15,50000
2025-05-14 13:00:00,105.06,50000
2025-05-14 14:00:00,105.35,50000
2025-05-14 15:00:00,105.05,50000
2025-05-14 16:00:00,105.5,50000
2025-05-14 17:00:00,105.32,50000
2025-05-14 18:00:00,104.79,50000
2025-05-14 19:00:00,104.68,50000
2025-05-14 20:00:00,104.55,50000
2025-05-14 21:00:00,104.44,50000
2025-05-14 22:00:00,104.51,50000
2025-05-14 23:00:00,104.86,50000
2025-05-15 00:00:00,104.8,50000
2025-05-15 01:00:00,104.58,50000
2025-05-15 02:00:00,104.23,50000
2025-05-15 03:00:00,104.08,50000
2025-05-15 04:00:00,103.49,50000
2025-05-15 05:00:00,103.26,50000
2025-05-15 06:00:00,103.65,50000
2025-05-15 07:00:00,103.39,50000
2025-05-15 08:00:00,103.59,50000
2025-05-15 09:00:00,103.21,50000
2025-05-15 10:00:00,103.76,50000
2025-05-15 11:00:00,104.33,50000
2025-05-15 12:00:00,104.51,50000
2025-05-15 13:00:00,105.14,50000
2025-05-15 14:00:00,105.25,50000
2025-05-15 15:00:00,105.49,50000
2025-05-15 16:00:00,105.89,50000
2025-05-15 17:00:00,105.95,50000
2025-05-15 18:00:00,105.46,50000
2025-05-15 19:00:00,105.71,50000
2025-05-15 20:00:00,105.56,50000
2025-05-15 21:00:00,105.43,50000
2025-05-15 22:00:00,105.52,50000
2025-05-15 23:00:00,105.7,50000
2025-05-16 00:00:00,105.75,50000
2025-05-16 01:00:00,105.95,50000
2025-05-16 02:00:00,105.73,50000
2025-05-16 03:00:00,105.71,50000
2025-05-16 04:00:00,105.98,50000
2025-05-16 05:00:00,106.55,50000
2025-05-16 06:00:00,107.23,50000
2025-05-16 07:00:00,107.37,50000
2025-05-16 08:00:00,107.64,50000
2025-05-16 09:00:00,108.28,50000
2025-05-16 10:00:00,108.06,50000
2025-05-16 11:00:00,108.26,50000
2025-05-16 12:00:00,108.51,50000
2025-05-16 13:00:00,108.98,50000
2025-05-16 14:00:00,108.61,50000
2025-05-16 15:00:00,108.31,50000
2025-05-16 16:00:00,108.31,50000
2025-05-16 17:00:00,108.44,50000
2025-05-16 18:00:00,108.8,50000
2025-05-16 19:00:00,108.97,50000
2025-05-16 20:00:00,108.92,50000
2025-05-16 21:00:00,109.06,50000
2025-05-16 22:00:00,109.15,50000
2025-05-16 23:00:00,109.73,50000
2025-05-17 00:00:00,109.78,50000
2025-05-17 01:00:00,109.65,50000
2025-05-17 02:00:00,109.8,50000
2025-05-17 03:00:00,109.87,50000
2025-05-17 04:00:00,109.35,50000
2025-05-17 05:00:00,109.34,50000
2025-05-17 06:00:00,109.31,50000
2025-05-17 07:00:00,109.13,50000
2025-05-17 08:00:00,109.47,50000
2025-05-17 09:00:00,109.21,50000
2025-05-17 10:00:00,109.36,50000
2025-05-17 11:00:00,109.32,50000
2025-05-17 12:00:00,109.35,50000
2025-05-17 13:00:00,109.49,50000
2025-05-17 14:00:00,109.06,50000
2025-05-17 15:00:00,109.12,50000
2025-05-17 16:00:00,109.87,50000
2025-05-17 17:00:00,109.35,50000
2025-05-17 18:00:00,109.34,50000
2025-05-17 19:00:00,109.7,50000
2025-05-17 20:00:00,109.8,50000
2025-05-17 21:00:00,110.03,50000
2025-05-17 22:00:00,109.25,50000
2025-05-17 23:00:00,109.44,50000
2025-05-18 00:00:00,109.19,50000
2025-05-18 01:00:00,109.29,50000
2025-05-18 02:00:00,109.28,50000
2025-05-18 03:00:00,110.03,50000
2025-05-18 04:00:00,110.21,50000
2025-05-18 05:00:00,110.17,50000
2025-05-18 06:00:00,109.68,50000
2025-05-18 07:00:00,109.72,50000
2025-05-18 08:00:00,109.99,50000
2025-05-18 09:00:00,109.96,50000
2025-05-18 10:00:00,109.79,50000
2025-05-18 11:00:00,109.6,50000
2025-05-18 12:00:00,109.78,50000
2025-05-18 13:00:00,110.03,50000
2025-05-18 14:00:00,110.48,50000
2025-05-18 15:00:00,110.15,50000
2025-05-18 16:00:00,110.32,50000
2025-05-18 17:00:00,110.28,50000
2025-05-18 18:00:00,110.25,50000
2025-05-18 19:00:00,110.39,50000
2025-05-18 20:00:00,110.52,50000
2025-05-18 21:00:00,110.7,50000
2025-05-18 22:00:00,110.34,50000
2025-05-18 23:00:00,110.1,50000
2025-05-19 00:00:00,110.59,50000
2025-05-19 01:00:00,110.51,50000
2025-05-19 02:00:00,110.62,50000
2025-05-19 03:00:00,110.97,50000
2025-05-19 04:00:00,111.12,50000
2025-05-19 05:00:00,111.3,50000
2025-05-19 06:00:00,111.6,50000
2025-05-19 07:00:00,110.89,50000
2025-05-19 08:00:00,110.73,50000
2025-05-19 09:00:00,110.88,50000
2025-05-19 10:00:00,111.35,50000
2025-05-19 11:00:00,111.37,50000
2025-05-19 12:00:00,111.09,50000
2025-05-19 13:00:00,110.81,50000
2025-05-19 14:00:00,111.11,50000
2025-05-19 15:00:00,111.03,50000
2025-05-19 16:00:00,111.03,50000
2025-05-19 17:00:00,111.24,50000
2025-05-19 18:00:00,110.27,50000
2025-05-19 19:00:00,110.93,50000
2025-05-19 20:00:00,110.69,50000
2025-05-19 21:00:00,110.77,50000
2025-05-19 22:00:00,110.2,50000
2025-05-19 23:00:00,110.06,50000
2025-05-20 00:00:00,110.47,50000
2025-05-20 01:00:00,109.84,50000
2025-05-20 02:00:00,110.21,50000
2025-05-20 03:00:00,110.12,50000
2025-05-20 04:00:00,110.28,50000
2025-05-20 05:00:00,110.5,50000
2025-05-20 06:00:00,110.64,50000
2025-05-20 07:00:00,110.36,50000
2025-05-20 08:00:00,110.24,50000
2025-05-20 09:00:00,109.75,50000
2025-05-20 10:00:00,109.91,50000
2025-05-20 11:00:00,110.47,50000
2025-05-20 12:00:00,109.87,50000
2025-05-20 13:00:00,109.62,50000
2025-05-20 14:00:00,109.56,50000
2025-05-20 15:00:00,109.62,50000
2025-05-20 16:00:00,109.91,50000
2025-05-20 17:00:00,109.86,50000
2025-05-20 18:00:00,109.75,50000
2025-05-20 19:00:00,110.11,50000
2025-05-20 20:00:00,110.33,50000
2025-05-20 21:00:00,110.51,50000
2025-05-20 22:00:00,110.55,50000
2025-05-20 23:00:00,107.23349999999999,50000
